id,seasonId,step,unionId1,unionId2,unionName1,unionName2,serverId1,serverId2,serverName1,serverName2,oper1,oper2,type,result,startTime,threeTime,watcherCount,watcherCost,groupId,index,matchServerId,matchServerName,unionLongId1,unionLongId2,nbvalue1,nbvalue2,next
473,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,9,1,争霸赛服务器-1,0,0,0,0,1261
474,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,10,2,争霸赛服务器-2,0,0,0,0,1261
475,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,11,1,争霸赛服务器-1,0,0,0,0,1262
476,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,12,2,争霸赛服务器-2,0,0,0,0,1262
477,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,13,1,争霸赛服务器-1,0,0,0,0,1263
478,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,14,2,争霸赛服务器-2,0,0,0,0,1263
479,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,15,1,争霸赛服务器-1,0,0,0,0,1264
480,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,30,16,2,争霸赛服务器-2,0,0,0,0,1264
481,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,1,1,争霸赛服务器-1,0,0,0,0,1265
482,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,2,2,争霸赛服务器-2,0,0,0,0,1265
483,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,3,1,争霸赛服务器-1,0,0,0,0,1266
484,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,4,2,争霸赛服务器-2,0,0,0,0,1266
485,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,5,1,争霸赛服务器-1,0,0,0,0,1267
486,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,6,2,争霸赛服务器-2,0,0,0,0,1267
487,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,7,1,争霸赛服务器-1,0,0,0,0,1268
488,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,8,2,争霸赛服务器-2,0,0,0,0,1268
489,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,9,1,争霸赛服务器-1,0,0,0,0,1269
490,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,10,2,争霸赛服务器-2,0,0,0,0,1269
491,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,11,1,争霸赛服务器-1,0,0,0,0,1270
492,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,12,2,争霸赛服务器-2,0,0,0,0,1270
493,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,13,1,争霸赛服务器-1,0,0,0,0,1271
494,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,14,2,争霸赛服务器-2,0,0,0,0,1271
495,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,15,1,争霸赛服务器-1,0,0,0,0,1272
496,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,31,16,2,争霸赛服务器-2,0,0,0,0,1272
497,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,1,1,争霸赛服务器-1,0,0,0,0,1273
498,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,2,2,争霸赛服务器-2,0,0,0,0,1273
499,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,3,1,争霸赛服务器-1,0,0,0,0,1274
500,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,4,2,争霸赛服务器-2,0,0,0,0,1274
501,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,5,1,争霸赛服务器-1,0,0,0,0,1275
502,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,6,2,争霸赛服务器-2,0,0,0,0,1275
503,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,7,1,争霸赛服务器-1,0,0,0,0,1276
504,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,8,2,争霸赛服务器-2,0,0,0,0,1276
505,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,9,1,争霸赛服务器-1,0,0,0,0,1277
506,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,10,2,争霸赛服务器-2,0,0,0,0,1277
507,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,11,1,争霸赛服务器-1,0,0,0,0,1278
508,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,12,2,争霸赛服务器-2,0,0,0,0,1278
509,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,13,1,争霸赛服务器-1,0,0,0,0,1279
510,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,14,2,争霸赛服务器-2,0,0,0,0,1279
511,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,15,1,争霸赛服务器-1,0,0,0,0,1280
512,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 13:15:00,,20,6#1000000,32,16,2,争霸赛服务器-2,0,0,0,0,1280
513,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,1,1,争霸赛服务器-1,0,0,0,0,1281
514,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,2,2,争霸赛服务器-2,0,0,0,0,1281
515,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,3,1,争霸赛服务器-1,0,0,0,0,1282
516,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,4,2,争霸赛服务器-2,0,0,0,0,1282
517,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,5,1,争霸赛服务器-1,0,0,0,0,1283
518,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,6,2,争霸赛服务器-2,0,0,0,0,1283
519,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,7,1,争霸赛服务器-1,0,0,0,0,1284
520,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,8,2,争霸赛服务器-2,0,0,0,0,1284
521,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,9,1,争霸赛服务器-1,0,0,0,0,1285
522,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,10,2,争霸赛服务器-2,0,0,0,0,1285
523,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,11,1,争霸赛服务器-1,0,0,0,0,1286
524,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,12,2,争霸赛服务器-2,0,0,0,0,1286
525,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,13,1,争霸赛服务器-1,0,0,0,0,1287
526,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,14,2,争霸赛服务器-2,0,0,0,0,1287
527,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,15,1,争霸赛服务器-1,0,0,0,0,1288
528,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,33,16,2,争霸赛服务器-2,0,0,0,0,1288
529,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,1,1,争霸赛服务器-1,0,0,0,0,1289
530,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,2,2,争霸赛服务器-2,0,0,0,0,1289
531,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,3,1,争霸赛服务器-1,0,0,0,0,1290
532,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,4,2,争霸赛服务器-2,0,0,0,0,1290
533,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,5,1,争霸赛服务器-1,0,0,0,0,1291
534,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,6,2,争霸赛服务器-2,0,0,0,0,1291
535,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,7,1,争霸赛服务器-1,0,0,0,0,1292
536,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,8,2,争霸赛服务器-2,0,0,0,0,1292
537,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,9,1,争霸赛服务器-1,0,0,0,0,1293
538,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,10,2,争霸赛服务器-2,0,0,0,0,1293
539,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,11,1,争霸赛服务器-1,0,0,0,0,1294
540,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,12,2,争霸赛服务器-2,0,0,0,0,1294
541,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,34,13,1,争霸赛服务器-1,0,0,0,0,1295
542,312,1,29,25,至尊神剑,1号行会,1,1,不删档1_2,不删档1_2,xy,xy,1,0,2016-3-15 14:15:00,,20,6#1000000,34,14,2,争霸赛服务器-2,377022463672349,377022463672345,40155,1950,1295
543,312,1,41,42,霸服1,炮灰3号,1,1,s1,s1,顺网,顺网,1,0,2016-3-15 14:15:00,,20,6#1000000,34,15,1,争霸赛服务器-1,377022464720906,377022464720907,31563,2953,1296
544,312,1,35,1,起亚,保时捷,1,1,s1,不删档1_2,顺网,xy,1,0,2016-3-15 14:15:00,,20,6#1000000,34,16,2,争霸赛服务器-2,377022464720900,377022463672321,2548,1679,1296
545,312,1,0,28,,炮灰1号,0,1,0,不删档1_2,,xy,1,0,2016-3-15 14:15:00,,20,6#1000000,35,1,1,争霸赛服务器-1,0,377022463672348,0,48629,1297
546,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,2,2,争霸赛服务器-2,0,0,0,0,1297
547,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,3,1,争霸赛服务器-1,0,0,0,0,1298
548,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,4,2,争霸赛服务器-2,0,0,0,0,1298
549,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,5,1,争霸赛服务器-1,0,0,0,0,1299
550,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,6,2,争霸赛服务器-2,0,0,0,0,1299
551,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,7,1,争霸赛服务器-1,0,0,0,0,1300
552,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,8,2,争霸赛服务器-2,0,0,0,0,1300
553,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,9,1,争霸赛服务器-1,0,0,0,0,1301
554,312,1,63,0,小黑屋,,1,0,s1,0,pptv,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,10,2,争霸赛服务器-2,377022464983055,0,96449,0,1301
555,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,11,1,争霸赛服务器-1,0,0,0,0,1302
556,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,12,2,争霸赛服务器-2,0,0,0,0,1302
557,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,13,1,争霸赛服务器-1,0,0,0,0,1303
558,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,14,2,争霸赛服务器-2,0,0,0,0,1303
559,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,15,1,争霸赛服务器-1,0,0,0,0,1304
560,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,35,16,2,争霸赛服务器-2,0,0,0,0,1304
561,312,1,67,91,皇帝家族,隔壁有妹子,1,1,双线1_16,双线1_16,2144,2144,1,0,2016-3-15 14:15:00,,20,6#1000000,36,1,1,争霸赛服务器-1,377022447812612,377022447812636,385970,200415,1305
562,312,1,73,94,随便叫,顶级々娱乐,1,1,双线1_16,双线1_16,2144,2144,1,0,2016-3-15 14:15:00,,20,6#1000000,36,2,2,争霸赛服务器-2,377022447812618,377022447812639,16900,7065,1305
563,312,1,84,105,美女帅哥一起嗨,一个人的行会,1,1,双线1_16,双线1_16,2144,2144,1,0,2016-3-15 14:15:00,,20,6#1000000,36,3,1,争霸赛服务器-1,377022447812629,377022447812650,2604,4207,1306
564,312,1,86,111,さ传说れ弑魂ぷ,一代宗师,1,1,双线1_16,双线1_16,2144,2144,1,0,2016-3-15 14:15:00,,20,6#1000000,36,4,2,争霸赛服务器-2,377022447812631,377022447812656,9386,5545,1306
565,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,5,1,争霸赛服务器-1,0,0,0,0,1307
566,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,6,2,争霸赛服务器-2,0,0,0,0,1307
567,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,7,1,争霸赛服务器-1,0,0,0,0,1308
568,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,8,2,争霸赛服务器-2,0,0,0,0,1308
569,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,9,1,争霸赛服务器-1,0,0,0,0,1309
570,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,10,2,争霸赛服务器-2,0,0,0,0,1309
571,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,11,1,争霸赛服务器-1,0,0,0,0,1310
572,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,12,2,争霸赛服务器-2,0,0,0,0,1310
573,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,13,1,争霸赛服务器-1,0,0,0,0,1311
574,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,14,2,争霸赛服务器-2,0,0,0,0,1311
575,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,15,1,争霸赛服务器-1,0,0,0,0,1312
576,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,36,16,2,争霸赛服务器-2,0,0,0,0,1312
577,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,1,1,争霸赛服务器-1,0,0,0,0,1313
578,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,2,2,争霸赛服务器-2,0,0,0,0,1313
579,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,3,1,争霸赛服务器-1,0,0,0,0,1314
580,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,4,2,争霸赛服务器-2,0,0,0,0,1314
581,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,5,1,争霸赛服务器-1,0,0,0,0,1315
582,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,6,2,争霸赛服务器-2,0,0,0,0,1315
583,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,7,1,争霸赛服务器-1,0,0,0,0,1316
584,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,8,2,争霸赛服务器-2,0,0,0,0,1316
585,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,9,1,争霸赛服务器-1,0,0,0,0,1317
586,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,10,2,争霸赛服务器-2,0,0,0,0,1317
587,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,11,1,争霸赛服务器-1,0,0,0,0,1318
588,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,12,2,争霸赛服务器-2,0,0,0,0,1318
589,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,13,1,争霸赛服务器-1,0,0,0,0,1319
590,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,14,2,争霸赛服务器-2,0,0,0,0,1319
591,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,15,1,争霸赛服务器-1,0,0,0,0,1320
592,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,37,16,2,争霸赛服务器-2,0,0,0,0,1320
593,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,1,1,争霸赛服务器-1,0,0,0,0,1321
594,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,2,2,争霸赛服务器-2,0,0,0,0,1321
595,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,3,1,争霸赛服务器-1,0,0,0,0,1322
596,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,4,2,争霸赛服务器-2,0,0,0,0,1322
597,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,5,1,争霸赛服务器-1,0,0,0,0,1323
598,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,6,2,争霸赛服务器-2,0,0,0,0,1323
599,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,7,1,争霸赛服务器-1,0,0,0,0,1324
600,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,8,2,争霸赛服务器-2,0,0,0,0,1324
601,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,9,1,争霸赛服务器-1,0,0,0,0,1325
602,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,10,2,争霸赛服务器-2,0,0,0,0,1325
603,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,11,1,争霸赛服务器-1,0,0,0,0,1326
604,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,12,2,争霸赛服务器-2,0,0,0,0,1326
605,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,13,1,争霸赛服务器-1,0,0,0,0,1327
606,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,14,2,争霸赛服务器-2,0,0,0,0,1327
607,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,15,1,争霸赛服务器-1,0,0,0,0,1328
608,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,38,16,2,争霸赛服务器-2,0,0,0,0,1328
609,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,1,1,争霸赛服务器-1,0,0,0,0,1329
610,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,2,2,争霸赛服务器-2,0,0,0,0,1329
611,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,3,1,争霸赛服务器-1,0,0,0,0,1330
612,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,4,2,争霸赛服务器-2,0,0,0,0,1330
613,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,5,1,争霸赛服务器-1,0,0,0,0,1331
614,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,6,2,争霸赛服务器-2,0,0,0,0,1331
615,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,7,1,争霸赛服务器-1,0,0,0,0,1332
616,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,8,2,争霸赛服务器-2,0,0,0,0,1332
617,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,9,1,争霸赛服务器-1,0,0,0,0,1333
618,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,10,2,争霸赛服务器-2,0,0,0,0,1333
619,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,11,1,争霸赛服务器-1,0,0,0,0,1334
620,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,12,2,争霸赛服务器-2,0,0,0,0,1334
621,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,13,1,争霸赛服务器-1,0,0,0,0,1335
622,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,14,2,争霸赛服务器-2,0,0,0,0,1335
623,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,15,1,争霸赛服务器-1,0,0,0,0,1336
624,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,39,16,2,争霸赛服务器-2,0,0,0,0,1336
625,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,1,1,争霸赛服务器-1,0,0,0,0,1337
626,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,2,2,争霸赛服务器-2,0,0,0,0,1337
627,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,3,1,争霸赛服务器-1,0,0,0,0,1338
628,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,4,2,争霸赛服务器-2,0,0,0,0,1338
629,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,5,1,争霸赛服务器-1,0,0,0,0,1339
630,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,6,2,争霸赛服务器-2,0,0,0,0,1339
631,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,7,1,争霸赛服务器-1,0,0,0,0,1340
632,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,8,2,争霸赛服务器-2,0,0,0,0,1340
633,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,9,1,争霸赛服务器-1,0,0,0,0,1341
634,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,10,2,争霸赛服务器-2,0,0,0,0,1341
635,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,11,1,争霸赛服务器-1,0,0,0,0,1342
636,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,12,2,争霸赛服务器-2,0,0,0,0,1342
637,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,13,1,争霸赛服务器-1,0,0,0,0,1343
638,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,14,2,争霸赛服务器-2,0,0,0,0,1343
639,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,15,1,争霸赛服务器-1,0,0,0,0,1344
640,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,40,16,2,争霸赛服务器-2,0,0,0,0,1344
641,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,1,1,争霸赛服务器-1,0,0,0,0,1345
642,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,2,2,争霸赛服务器-2,0,0,0,0,1345
643,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,3,1,争霸赛服务器-1,0,0,0,0,1346
644,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,4,2,争霸赛服务器-2,0,0,0,0,1346
645,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,5,1,争霸赛服务器-1,0,0,0,0,1347
646,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,6,2,争霸赛服务器-2,0,0,0,0,1347
647,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,7,1,争霸赛服务器-1,0,0,0,0,1348
648,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,8,2,争霸赛服务器-2,0,0,0,0,1348
649,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,9,1,争霸赛服务器-1,0,0,0,0,1349
650,312,1,0,0,,,0,0,0,0,,,1,0,2016-3-15 14:15:00,,20,6#1000000,41,10,2,争霸赛服务器-2,0,0,0,0,1349
