itemid,name,quality,tips1,tips2,icon,flash,model,dropModel,droptime,dropMinLev,dropMaxLev,itemtype,level,cslevel,cls,buffertype,bufferparam,uselv,interval,timeout,sell,price,dropvalue,onlyone,isdelete,bind,overlying,durable,career,sex,critRate,critical,holyAtt,pkatt,pkdef,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,attackSpeed,dodge,hp,mp,neili,nelirec,hpper,heathRecover,magicRecover,poisonRecover,usecd,xlvalue,reinlv,effect,luck,efftype,bstype,cast,nbvalue,shenqi,autonopen,suitid,ispl,pureatk,puredef,diaoluo,flag,task,link,light,suitlevel,skilladd,fly,uniondonate,pubcd,pinfen,leixing,shuangji,boxid,groundname,log,timelimit,expadd,buffid,qhmax,zlmax,bagorder,showspecialbg,notice,xinfa,kangxing,kangxingshow,xllv,back
130702107,107道腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,3,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,559,腰带,0,,1,1,,,,,,1000487,,,,,,,
130702110,110道腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,3,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,560,腰带,0,,1,1,,,,,,1000477,,,,,,,
130702113,113道腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,3,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,561,腰带,0,,1,1,,,,,,1000467,,,,,,,
130702116,116道腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,3,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,562,腰带,0,,1,1,,,,,,1000457,,,,,,,
130702120,120道腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,3,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,563,腰带,0,,1,1,,,,,,1000447,,,,,,,
120702010,兽皮腰带,1,,【产出途径】装备副本、怪物掉落,130702010,,,130702010,120000,20,35,1,10,,7,0,,10,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,1,1,0,0,0,0,2,4,0,0,0,0,0,,,,,,,1,,,,,1,,0,1,,,,0,0,0,0,0,,,,,,,,,564,腰带,0,,1,,,,,,,1000217,,,,,,,
120702030,铁腰带,1,,【产出途径】装备副本、怪物掉落,130702030,,,130702030,120000,20,35,1,30,,7,0,,30,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,2,3,0,0,0,0,6,14,0,0,0,0,0,,,,,,,1,,,,,1,,0,3,,,,0,0,0,0,0,,,,,,,,,565,腰带,0,,1,,,,,,,1000187,,,,,,,
120702040,青铜腰带,2,,【产出途径】装备副本、怪物掉落,130702040,,,130702040,120000,20,35,1,40,,7,0,,40,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,2,5,0,0,0,0,9,23,0,0,0,0,0,,,,,,,1,,,,,1,,0,5,,,,0,0,0,0,0,,,,,,,,,566,腰带,0,,1,,,,,8,8,1000177,,,,,,,
120702050,钢铁腰带,3,,【产出途径】装备副本、怪物掉落,130702050,,,130702050,120000,20,35,1,50,,7,0,,50,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,4,9,0,0,0,0,13,32,0,0,0,0,0,,,,,,,1,,,,,1,,0,9,,,,0,0,0,0,0,,,,,,,,,567,腰带,0,,1,,,,,8,8,1000167,,,,,,,
120702060,法神腰带,4,,【产出途径】装备副本、怪物掉落,120702060,,,120702060,120000,20,35,1,62,,7,0,,62,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,5,12,0,0,0,0,18,46,0,0,0,0,0,,,,,,,1,,,,,1,,0,12,,,,0,0,0,0,0,,,,,,,750#750,,568,腰带,0,,1,,,,,10,10,1000157,,,,,,,
120702070,烈焰腰带,5,,【产出途径】装备副本、怪物掉落,120702070,,,120702070,120000,20,35,1,72,,7,0,,72,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,7,16,0,0,0,0,25,63,0,0,0,0,0,,,,,,,1,,,,,1,,1,16,,,,0,0,0,1,0,,,,,,,2250#2250,,569,腰带,0,,1,,,,,10,10,1000147,,,,,,,
120702075,强化烈焰带,5,,【产出途径】装备副本、怪物掉落,120702070,,,120702070,120000,20,35,1,81,,7,0,,81,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,11,27,0,0,0,0,48,121,0,0,0,0,0,,,,,,,1,,0,,,1,,1,27,,,,0,0,0,1,0,,,,,,,9000#9000,,570,腰带,0,,1,1,,,,12,12,1000137,,,,,,,
120702080,圣魔腰带,5,,【产出途径】装备副本、怪物掉落,120702080,,,120702080,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,16,39,0,0,0,0,85,212,0,0,0,0,0,,,,,,,1,,1,,,1,,2,39,,,,0,0,0,1,0,,,,,,,30000#30000,,571,腰带,0,,1,1,,,,12,12,1000127,,,,,,,
120702083,星王魔带,5,,【产出途径】装备副本、怪物掉落,120702083,,,120702083,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,24,61,0,0,0,0,136,340,0,0,0,0,0,,,,,,,1,,2,,,1,,2,61,,,,0,0,0,1,0,,,,,,,75000#75000,,572,腰带,0,,1,1,,,,12,12,1000117,,,,,,,
120702086,皓月魔带,5,,【产出途径】装备副本、怪物掉落,120702086,,,120702086,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,34,84,0,0,0,0,197,493,0,0,0,0,0,,,,,,,1,,4,,,1,,2,84,,,,0,0,0,1,0,,,,,,,243000#243000,,573,腰带,0,,1,1,,,,12,12,1000097,,,,,,,
120702089,荣耀魔带,5,,【产出途径】装备副本、怪物掉落,120702089,,,120702089,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,43,107,0,0,0,0,282,706,0,0,0,0,0,,,,,,,1,,6,,,1,,3,107,,,,0,0,0,1,0,,,,,,,486000#486000,,574,腰带,0,,1,1,,,,12,12,1000077,,1,,,,,
120702092,主宰魔带,5,,【产出途径】装备副本、怪物掉落,120702092,,,120702092,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,56,140,0,0,0,0,369,923,0,0,0,0,0,,,,,,,1,,8,,,1,,4,140,,,,0,0,0,1,0,,,,,,,972000#972000,,575,腰带,0,,1,1,,,,12,12,1000057,,1,,,,,
120702095,破军魔带,5,,【产出途径】装备副本、怪物掉落,120702095,,,120702095,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,64,161,0,0,0,0,440,1101,0,0,0,0,0,,,,,,,1,,10,,,1,,5,161,,,,0,0,0,1,0,,,,,,,1944000#1944000,,576,腰带,0,,1,1,,,,12,12,1000037,,1,,,,,
120702098,盛世魔带,5,,【产出途径】装备副本、怪物掉落,120702098,,,120702098,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,70,176,0,0,0,0,481,1202,0,0,0,0,0,,,,,,,1,,12,,,1,,6,176,,,,0,0,0,1,0,,,,,,,3888000#3888000,,577,腰带,0,,1,1,,,,12,12,1000017,,1,,,,,
120702101,101法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,176947200#176947200,,578,腰带,0,,1,1,,,,,,1000297,,,,,,,
120702104,104法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,707788800#707788800,,579,腰带,0,,1,1,,,,,,1000287,,,,,,,
120702107,107法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,580,腰带,0,,1,1,,,,,,1000277,,,,,,,
120702110,110法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,581,腰带,0,,1,1,,,,,,1000267,,,,,,,
120702113,113法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,582,腰带,0,,1,1,,,,,,1000257,,,,,,,
120702116,116法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,583,腰带,0,,1,1,,,,,,1000247,,,,,,,
120702120,120法腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,2,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,584,腰带,0,,1,1,,,,,,1000237,,,,,,,
110702010,兽皮腰带,1,,【产出途径】装备副本、怪物掉落,130702010,,,130702010,120000,20,35,1,10,,7,0,,10,0,,1,100,50,0,1,0,1,100,1,2,,,,,,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,,,,,,,1,,,,,1,,0,1,,,,0,0,0,0,0,,,,,,,,,585,腰带,0,,1,,,,,,,1000217,,,,,,,
110702030,铁腰带,1,,【产出途径】装备副本、怪物掉落,130702030,,,130702030,120000,20,35,1,30,,7,0,,30,0,,1,100,50,0,1,0,1,100,1,2,,,,,,2,3,0,0,0,0,0,0,3,8,0,0,0,0,0,,,,,,,1,,,,,1,,0,3,,,,0,0,0,0,0,,,,,,,,,586,腰带,0,,1,,,,,,,1000187,,,,,,,
110702040,青铜腰带,2,,【产出途径】装备副本、怪物掉落,130702040,,,130702040,120000,20,35,1,40,,7,0,,40,0,,1,100,50,0,1,0,1,100,1,2,,,,,,2,5,0,0,0,0,0,0,6,14,0,0,0,0,0,,,,,,,1,,,,,1,,0,5,,,,0,0,0,0,0,,,,,,,,,587,腰带,0,,1,,,,,8,8,1000177,,,,,,,
110702050,钢铁腰带,3,,【产出途径】装备副本、怪物掉落,130702050,,,130702050,120000,20,35,1,50,,7,0,,50,0,,1,100,50,0,1,0,1,100,1,2,,,,,,4,9,0,0,0,0,0,0,8,20,0,0,0,0,0,,,,,,,1,,,,,1,,0,9,,,,0,0,0,0,0,,,,,,,,,588,腰带,0,,1,,,,,8,8,1000167,,,,,,,
110702060,圣战腰带,4,,【产出途径】装备副本、怪物掉落,110702060,,,110702060,120000,20,35,1,62,,7,0,,62,0,,1,100,50,0,1,0,1,100,1,2,,,,,,5,12,0,0,0,0,0,0,11,27,0,0,0,0,0,,,,,,,1,,,,,1,,0,12,,,,0,0,0,0,0,,,,,,,750#750,,589,腰带,0,,1,,,,,10,10,1000157,,,,,,,
110702070,雷霆腰带,5,,【产出途径】装备副本、怪物掉落,110702070,,,110702070,120000,20,35,1,72,,7,0,,72,0,,1,100,50,0,1,0,1,100,1,2,,,,,,7,16,0,0,0,0,0,0,15,38,0,0,0,0,0,,,,,,,1,,,,,1,,1,16,,,,0,0,0,1,0,,,,,,,2250#2250,,590,腰带,0,,1,,,,,10,10,1000147,,,,,,,
110702075,强化雷霆带,5,,【产出途径】装备副本、怪物掉落,110702070,,,110702070,120000,20,35,1,81,,7,0,,81,0,,1,100,50,0,1,0,1,100,1,2,,,,,,11,27,0,0,0,0,0,0,29,72,0,0,0,0,0,,,,,,,1,,0,,,1,,1,27,,,,0,0,0,1,0,,,,,,,9000#9000,,591,腰带,0,,1,1,,,,12,12,1000137,,,,,,,
110702080,战神腰带,5,,【产出途径】装备副本、怪物掉落,110702080,,,110702080,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,16,39,0,0,0,0,0,0,51,127,0,0,0,0,0,,,,,,,1,,1,,,1,,2,39,,,,0,0,0,1,0,,,,,,,30000#30000,,592,腰带,0,,1,1,,,,12,12,1000127,,,,,,,
110702083,星王武带,5,,【产出途径】装备副本、怪物掉落,110702083,,,110702083,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,24,61,0,0,0,0,0,0,82,204,0,0,0,0,0,,,,,,,1,,2,,,1,,2,61,,,,0,0,0,1,0,,,,,,,75000#75000,,593,腰带,0,,1,1,,,,12,12,1000117,,,,,,,
110702086,皓月武带,5,,【产出途径】装备副本、怪物掉落,110702086,,,110702086,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,34,84,0,0,0,0,0,0,118,296,0,0,0,0,0,,,,,,,1,,4,,,1,,2,84,,,,0,0,0,1,0,,,,,,,243000#243000,,594,腰带,0,,1,1,,,,12,12,1000097,,,,,,,
110702089,荣耀武带,5,,【产出途径】装备副本、怪物掉落,110702089,,,110702089,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,43,107,0,0,0,0,0,0,169,424,0,0,0,0,0,,,,,,,1,,6,,,1,,3,107,,,,0,0,0,1,0,,,,,,,486000#486000,,595,腰带,0,,1,1,,,,12,12,1000077,,1,,,,,
110702092,主宰武带,5,,【产出途径】装备副本、怪物掉落,110702092,,,110702092,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,56,140,0,0,0,0,0,0,221,554,0,0,0,0,0,,,,,,,1,,8,,,1,,4,140,,,,0,0,0,1,0,,,,,,,972000#972000,,596,腰带,0,,1,1,,,,12,12,1000057,,1,,,,,
110702095,破军武带,5,,【产出途径】装备副本、怪物掉落,110702095,,,110702095,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,64,161,0,0,0,0,0,0,264,661,0,0,0,0,0,,,,,,,1,,10,,,1,,5,161,,,,0,0,0,1,0,,,,,,,1944000#1944000,,597,腰带,0,,1,1,,,,12,12,1000037,,1,,,,,
110702098,盛世武带,5,,【产出途径】装备副本、怪物掉落,110702098,,,110702098,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,70,176,0,0,0,0,0,0,288,721,0,0,0,0,0,,,,,,,1,,12,,,1,,6,176,,,,0,0,0,1,0,,,,,,,3888000#3888000,,598,腰带,0,,1,1,,,,12,12,1000017,,1,,,,,
110702101,101战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,176947200#176947200,,599,腰带,0,,1,1,,,,,,1000087,,,,,,,
110702104,104战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,707788800#707788800,,600,腰带,0,,1,1,,,,,,1000077,,,,,,,
110702107,107战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,601,腰带,0,,1,1,,,,,,1000067,,,,,,,
110702110,110战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,602,腰带,0,,1,1,,,,,,1000057,,,,,,,
110702113,113战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,603,腰带,0,,1,1,,,,,,1000047,,,,,,,
110702116,116战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,604,腰带,0,,1,1,,,,,,1000037,,,,,,,
110702120,120战腰带,5,,【产出途径】装备副本、怪物掉落,21411560,,,21411560,120000,20,35,1,80,,7,0,,0,0,,1,100,50,0,1,0,1,100,1,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,1,0,,,,0,0,0,1,0,,,,,,,,,605,腰带,0,,1,1,,,,,,1000027,,,,,,,
242402001,测试称号石A,1,使用后直接获得称号,开服竞技活动、开服活动、寻宝、累计充值,1540013,0,0,1540013,120000,0,0,2,50,0,24,0,1000,1,0,,1,100,0,0,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,,,,,,,,,称号,0,,1,,,,,,,999999999,,,,,,,
242402002,我是传奇,1,使用后直接获得称号<p><font color='#53b436'>“我是传奇”</font><br><p><font color='#53b436'>攻击+ 50 - 50</font>，持续30天,开服竞技活动、开服活动、寻宝、累计充值,242402002,0,0,242402002,120000,0,0,2,50,0,24,0,1005,1,0,1200,1,100,0,0,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,,,,,,,,,称号,0,,1,,,,,,,999999999,,,,,,,
242402003,360勇士回归,1,使用后直接获得称号<p><font color='#53b436'>“360勇士回归”</font><br><p><font color='#53b436'>攻击+ 50 - 50</font>，持续30天,老玩家召回,242402002,0,0,242402002,120000,0,0,2,50,0,24,0,1006,1,0,1200,1,100,0,0,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,,,,,,,,,称号,0,,1,,,,,,,999999999,,,,,,,
242402005,威力无边,1,使用后直接获得称号<p><font color='#53b436'>“威力无边”</font><br><p><font color='#53b436'>攻击+ 50 - 50</font>，持续30天,360卫士特权礼包,242402002,0,0,242402002,120000,0,0,2,50,0,24,0,1008,1,0,1200,1,100,0,0,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,,,,,,,,,称号,0,,1,,,,,,,999999999,,,,,,,
242402006,威力无限,1,使用后直接获得称号<p><font color='#53b436'>“威力无限”</font><br><p><font color='#53b436'>攻击+ 50 - 50</font>，持续30天,360卫士特权礼包,242402002,0,0,242402002,120000,0,0,2,50,0,24,0,1009,1,0,1200,1,100,0,0,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,,,,,,,,,称号,0,,1,,,,,,,999999999,,,,,,,
240702039,技能书全,1,双击使用道具可提升<p><font color='#53b436'>10000</font>熟练度。<br>也可在<p><font color='#53b469'>【技能】</font>面板相对应技能面板点击+号使用，技能熟练度满足之后可提升技能等级,活动奖励,160,0,0,160,120000,0,0,2,0,0,7,0,0,1,0,,0,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,其他,0,,1,,,,,,,999999999,,,,,,,
140102001,鹤嘴锄,1,挖矿所需的道具，没有此物将不能挖矿<br>挖取矿石可以回收获得大量绑定金币,,140102001,,3042/3041,140102001,120000,1,25,1,1,,1,0,,1,0,,1,100,50,0,1,0,1,100,0,2,,,,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,,,,,1,,0,25,,,,0,0,0,0,0,,,,,,,,,,锄头,0,,1,,,,,,,999991,,,,,,,
140102002,天下无敌,1,测试,,350001,,3044/3043,350001,120000,1,25,1,1,,1,0,,1,0,,1,100,50,0,1,1,1,100,0,2,,,,,,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,119000,119000,500,,,,,,1,,,,,1,,0,25,,,,0,0,0,0,0,,,,,,,,,,装备,0,,1,,,,,,,999999999,,,,,,,
140102003,有我无敌,1,测试,,140102003,,3032/3031,140102003,120000,1,25,1,1,,1,0,,1,0,,1,100,50,0,1,1,1,100,0,2,,,,,,1,1,1,1,1,1,1,1,1,1,5000,5000,5000,0,0,,,,,,,1,,,,,1,,0,25,,,,0,0,0,0,0,,,,,,,,,,装备,0,,1,,,,,,,999999999,,,,,,,
140102004,车胖之怒,1,测试,,350001,,3310/3309,350001,120000,1,25,1,1,,1,0,,1,0,,1,100,50,0,1,1,1,100,0,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,,0,25,,,,0,0,0,0,0,,,,,,,,,,装备,0,,1,,,,,,,999999999,,,,,,,
241102002,9星随机鉴定石,1,使用后会生产随机9星鉴定属性替换掉目标装备中星级最低的一条鉴定属性,活动奖励,214110,0,0,241102002,120000,0,0,2,4,0,11,26,9#0,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102003,1星完美鉴定石,1,使用后会提高全部原有的鉴定属性1星,活动奖励,214136,0,0,241102003,120000,0,0,2,4,0,11,27,1,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102004,3星完美鉴定石,1,使用后会提高全部原有的鉴定属性3星,活动奖励,214146,0,0,241102004,120000,0,0,2,4,0,11,27,3,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102005,5星强化石,1,使用后，会直接覆盖装备原有的强化属性，将装备强化到5星,活动奖励,241102005,0,0,241102005,120000,0,0,2,4,0,11,28,5,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102006,8星强化石,1,使用后，会直接覆盖装备原有的强化属性，将装备强化到8星,活动奖励,241102006,0,0,241102006,120000,0,0,2,4,0,11,28,8,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102007,完美强化石（中）,1,使用后，会提高装备的强化属性2星，不可用于强化等级高于5星的装备,活动奖励,241102007,0,0,241102007,120000,0,0,2,4,0,11,29,2#5,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102008,完美强化石（高）,1,使用后，会提高装备的强化属性3星，不可用于强化等级高于8星的装备,活动奖励,241102008,0,0,241102008,120000,0,0,2,4,0,11,29,3#8,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102009,9星随机强化石,1,使用后，会直接覆盖装备原有的强化属性，然后将装备随机强化至3~9星,活动奖励,241102009,0,0,241102009,120000,0,0,2,4,0,11,30,9,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
241102010,15星随机强化石,1,使用后，会直接覆盖装备原有的强化属性，然后将装备随机强化至5~15星,活动奖励,241102010,0,0,241102010,120000,0,0,2,4,0,11,30,15,1,0,,1,100,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,0,,,,0,,,0,0,,qianghua#1,,,,,,,,材料,0,,1,,,,,,,999999999,,,,,,,
240502001,聚灵珠,1,使用后，每杀死三只等级不低于角色的怪物，即可额外获得一定经验，直至杀死600只怪物。,活动奖励,240502001,0,0,240502001,120000,0,0,2,0,0,5,32,,1,0,,1,100,0,0,1,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,0,,,,0,,,0,0,,,,,,,,,,其他,0,,1,,,,,,,999999999,,,,,,,
240402001,测试聚魂珠1,1,,,204102,0,0,240402001,120000,0,0,2,60,0,4,100,1000000#100#100000#1#150#200#2#200#500#2,60,0,,0,0,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,0,,,,0,,,0,0,,,,,,,,,,其他,0,,1,,,,,,,999999999,,,,,,,
240402002,测试聚魂珠2,1,,,204103,0,0,240402002,120000,0,0,2,60,0,4,100,1000000#100#100000#1#150#200#2#200#500#2,60,0,,0,0,0,0,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,0,,,,0,,,0,0,,,,,,,,,,其他,0,,1,,,,,,,999999999,,,,,,,
